Match_addr,ARC_Street,File_,Directory,Full_Link,Quick_Link,Date_,Location,Back_of_Sh,Job_Catego,Hyperlink,GlobalID,Leak_Numbe,Leak_Num_Y,X,Y
"142 OAKLAND ST, 13210",142 Oakland Ave.,DOC073014-07302014095000.tif,S:\WORKSHEETS\Worksheets_2014-07,S:\WORKSHEETS\Worksheets_2014-07\DOC073014-07302014095000.tif,DOC073014-07302014095000.tif,7/21/2014,142 Oakland Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-07\DOC073014-07302014095000.tif,{1D7F8A3E-BB20-42EC-8949-74C17262115F},274,2014,-76.14070000000,43.03370000000
"SOUTH AV & TALLMAN ST, , 13204",South Ave. & Tallman St.,DOC081114-08112014121428.tif,S:\WORKSHEETS\Worksheets_2014-07,S:\WORKSHEETS\Worksheets_2014-07\DOC081114-08112014121428.tif,DOC081114-08112014121428.tif,8/8/2014,South Ave. & Tallman St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-07\DOC081114-08112014121428.tif,{4DAB6C1B-4833-4572-9D19-69B00CE4AC55},304,2014,-76.15900000000,43.03620000000
"102 FITCH ST, 13204",102 Fitch St.,DOC081114-08112014121452.tif,S:\WORKSHEETS\Worksheets_2014-07,S:\WORKSHEETS\Worksheets_2014-07\DOC081114-08112014121452.tif,DOC081114-08112014121452.tif,8/8/2014,102 Fitch St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-07\DOC081114-08112014121452.tif,{6998F8CC-2D5A-4D6B-883E-26A4F926438C},,2014,-76.16580000000,43.03500000000
"250 W ADAMS ST, 13202",250 W. Adams,DOC081114-08112014121641.tif,S:\WORKSHEETS\Worksheets_2014-07,S:\WORKSHEETS\Worksheets_2014-07\DOC081114-08112014121641.tif,DOC081114-08112014121641.tif,8/4/2014,250 W. Adams,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-07\DOC081114-08112014121641.tif,{43A80880-888C-435F-A289-7C31538499A2},303,2014,-76.15380000000,43.04250000000
,Onondaga Avew & Sterling Ave.,DOC082514-08252014154947.tif,S:\WORKSHEETS\Worksheets_2014-08,S:\WORKSHEETS\Worksheets_2014-08\DOC082514-08252014154947.tif,DOC082514-08252014154947.tif,8/24/2014,Onondaga Avew & Sterling Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC082514-08252014154947.tif,{BD5D3AE3-C67A-4337-B74E-AA3102CF2327},316,2014,0.00000000000,0.00000000000
"3123 BURNET AV, 13206",3123-2125 Burnet Ave.,DOC082514-08252014155058.tif,S:\WORKSHEETS\Worksheets_2014-08,S:\WORKSHEETS\Worksheets_2014-08\DOC082514-08252014155058.tif,DOC082514-08252014155058.tif,8/19/2014,3123-2125 Burnet Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC082514-08252014155058.tif,{A1B267CD-CC32-4146-BD29-D1A6417E72E4},313,2014,-76.09430000000,43.06080000000
500 SPENCER ST,500 Spencer St,Page0017.tif,S:\WORKSHEETS\01-24-2011_thru_01-30-2011,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0017.tif,Page0017.tif,1/26/2011,500 Spencer St,S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0018.tif,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0017.tif,{724D7839-F888-451F-8643-1444AB1867FF},028,2011,-76.16730000000,43.05700000000
500 SPENCER ST,500 Spencer St.,DOC062911-017.tif,S:\WORKSHEETS\Worksheets_2007-3,S:\WORKSHEETS\Worksheets_2007-3\DOC062911-017.tif,DOC062911-017.tif,3/7/2007,500 Spencer St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2007-3\DOC062911-017.tif,{FB7EF1C0-CC63-4908-849B-3840238C9B8F},075,2007,-76.16730000000,43.05700000000
"526 PLUM ST, 13204",526 Plum St,DOC090514-09052014142958.tif,S:\WORKSHEETS\Worksheets_2014-08,S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014142958.tif,DOC090514-09052014142958.tif,9/4/2014,526 Plum St,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014142958.tif,{932DFBEC-E34F-4444-AC3C-4BFD4C3B7474},324,2014,-76.15820000000,43.05640000000
"S WEST ST & W WASHINGTON ST, , 13202",S.West St. & W. Washington St.,DOC090514-09052014143218.tif,S:\WORKSHEETS\Worksheets_2014-08,S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143218.tif,DOC090514-09052014143218.tif,8/31/2014,S.West St. & W. Washington St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143218.tif,{B8A663A2-5AF1-4F59-BA48-5EE711C3CCBF},321,2014,-76.15870000000,43.04950000000
"1627 WESTMORELAND AVE, 13210",1627 Westmoreland Av,DOC090514-09052014143245.tif,S:\WORKSHEETS\Worksheets_2014-08,S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143245.tif,DOC090514-09052014143245.tif,8/30/2014,1627 Westmoreland Av,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143245.tif,{AD70E621-B8CB-4074-A0EB-945C89C0105F},320,2014,-76.11280000000,43.02180000000
"E FAYETTE ST & S STATE ST, , 13202",E. Fayette St. & S. State St.,DOC090514-09052014143435.tif,S:\WORKSHEETS\Worksheets_2014-08,S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143435.tif,DOC090514-09052014143435.tif,8/27/2014,E. Fayette St. & S. State St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143435.tif,{2426D95F-8896-47CE-9DBF-AF9F2D8CC04C},317,2014,-76.14740000000,43.04860000000
"232 LOCKWOOD RD, 13214",232 Lockwood Rd.,DOC091614-09162014131029.tif,S:\WORKSHEETS\Worksheets_2014-09,S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131029.tif,DOC091614-09162014131029.tif,9/16/2014,232 Lockwood Rd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131029.tif,{41532A44-76AD-493F-AB46-BA2E28886776},330,2014,-76.08640000000,43.03790000000
"300 MALTBIE ST, 13204",205 MALTBIE ST.,DOC091614-09162014131133.tif,S:\WORKSHEETS\Worksheets_2014-09,S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131133.tif,DOC091614-09162014131133.tif,9/14/2014,205 Maltbie St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131133.tif,{0A98BD71-87FD-4034-920F-8C38AF3CE0A2},328,2014,-76.16220000000,43.05570000000
"WALNUT AV & ASHWORTH PL, , 13210",Walnut Av. & Ashworth,DOC092914-09292014121254.tif,S:\WORKSHEETS\Worksheets_2014-09,S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121254.tif,DOC092914-09292014121254.tif,9/26/2014,Walnut Av. & Ashworth,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121254.tif,{E68FCB64-95C8-4C0A-9F99-754E18754E71},339,2014,-76.13210000000,43.04770000000
"1412 WESTMORELAND AVE, 13210",1412 Westmoreland Ave.,DOC092914-09292014121323.tif,S:\WORKSHEETS\Worksheets_2014-09,S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121323.tif,DOC092914-09292014121323.tif,9/24/2014,1412 Westmoreland Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121323.tif,{3D2A3C5F-46F2-4485-B963-0D21E326EF81},338,2014,-76.11390000000,43.02670000000
"139 WESTMINSTER AV, 13210",139 Westminster Ave.,DOC092914-09292014121347.tif,S:\WORKSHEETS\Worksheets_2014-09,S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121347.tif,DOC092914-09292014121347.tif,9/24/2014,139 Westminster Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121347.tif,{C0A4D24D-0A7D-4BD8-9F5B-290E48EE6D97},337,2014,-76.12090000000,43.03450000000
"300 S STATE ST, 13202",300 S. State St.,DOC092914-09292014121434.tif,S:\WORKSHEETS\Worksheets_2014-09,S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121434.tif,DOC092914-09292014121434.tif,9/22/2014,300 S. State St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121434.tif,{73D5784E-5B0A-4F66-AE69-E57DA23A6682},335,2014,-76.14750000000,43.04860000000
"450 KIMBER RD, 13224",450 Kimber Rd.,DOC092914-09292014121542.tif,S:\WORKSHEETS\Worksheets_2014-09,S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121542.tif,DOC092914-09292014121542.tif,9/19/2014,450 Kimber Rd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121542.tif,{32F92A42-191C-410C-8F8B-23E7ECCECC35},334,2014,-76.09320000000,43.03450000000
"319 TAFT AVE, 13206",319 Taft Av.,DOC101014-10102014083929.tif,S:\WORKSHEETS\Worksheets_2014-10,S:\WORKSHEETS\Worksheets_2014-10\DOC101014-10102014083929.tif,DOC101014-10102014083929.tif,10/8/2014,319 Taft Av.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-10\DOC101014-10102014083929.tif,{FA41B3AC-088E-47DA-913F-FCEB0E1599E9},345,2014,-76.11520000000,43.07540000000
"320 E JEFFERSON ST, 13202",320 E. Jefferson St.,DOC101014-10102014084130.tif,S:\WORKSHEETS\Worksheets_2014-10,S:\WORKSHEETS\Worksheets_2014-10\DOC101014-10102014084130.tif,DOC101014-10102014084130.tif,10/5/2014,320 E. Jefferson St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-10\DOC101014-10102014084130.tif,{58F3FE1F-F176-4B91-B96B-B2FC0DDFA8F2},343,2014,-76.14850000000,43.04700000000
"1050 N CLINTON ST, 13204",1050 N Clinton St.,DOC101014-10102014084437.tif,S:\WORKSHEETS\Worksheets_2014-10,S:\WORKSHEETS\Worksheets_2014-10\DOC101014-10102014084437.tif,DOC101014-10102014084437.tif,10/1/2014,1050 N Clinton St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-10\DOC101014-10102014084437.tif,{7F0A07CB-F489-4931-BF24-32E959E5ADC9},341,2014,-76.16310000000,43.06520000000
"314 E FAYETTE ST, 13202",314 E Fayette St,DOC102414-10242014094707.tif,S:\WORKSHEETS\Worksheets_2014-10,S:\WORKSHEETS\Worksheets_2014-10\DOC102414-10242014094707.tif,DOC102414-10242014094707.tif,10/22/2014,314 E Fayette St,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-10\DOC102414-10242014094707.tif,{91F2E3B0-FE24-4754-A4FA-514CF8AF2C5D},347,2014,-76.14900000000,43.04860000000
"1200 COMSTOCK AV, 13210",1200 Comstock Ave.,DOC103114-10312014100227.tif,S:\WORKSHEETS\Worksheets_2014-10,S:\WORKSHEETS\Worksheets_2014-10\DOC103114-10312014100227.tif,DOC103114-10312014100227.tif,10/24/2014,1200 Comstock Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-10\DOC103114-10312014100227.tif,{2B4F54DC-B1E3-4427-BB37-899F2BB8C348},248,2014,-76.12850000000,43.02150000000
"WALNUT AV & ERIE BLVD E, , 13210",Walnut Ave & Erie Blvd East,DOC110714-11072014094730.tif,S:\WORKSHEETS\Worksheets_2014-11,S:\WORKSHEETS\Worksheets_2014-11\DOC110714-11072014094730.tif,DOC110714-11072014094730.tif,11/4/2014,Walnut Ave & Erie Blvd East,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-11\DOC110714-11072014094730.tif,{90980C43-D7A3-4446-88AA-443F735652E4},354,2014,-76.13200000000,43.05070000000
"1050 KIRKPATRICK ST, 13208",1050 Kirkpatrick St.,DOC110714-11072014094756.tif,S:\WORKSHEETS\Worksheets_2014-11,S:\WORKSHEETS\Worksheets_2014-11\DOC110714-11072014094756.tif,DOC110714-11072014094756.tif,11/3/2014,1050 Kirkpatrick St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-11\DOC110714-11072014094756.tif,{6252F4AA-E651-4F44-BDD6-F0722F931C7B},353,2014,-76.14930000000,43.07460000000
"400 GRAVES ST, 13203",400 Graves St.,DOC110714-11072014094848.tif,S:\WORKSHEETS\Worksheets_2014-11,S:\WORKSHEETS\Worksheets_2014-11\DOC110714-11072014094848.tif,DOC110714-11072014094848.tif,10/31/2014,400 Graves St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-11\DOC110714-11072014094848.tif,{FAA5D85B-1065-4E21-8AA9-055675A0E062},351,2014,-76.13890000000,43.06070000000
"S CLINTON ST & TALLMAN ST, , 13202",S. Clinton St. & Tallman St.,DOC112114-11212014113937.tif,S:\WORKSHEETS\Worksheets_2014-11,S:\WORKSHEETS\Worksheets_2014-11\DOC112114-11212014113937.tif,DOC112114-11212014113937.tif,11/20/2014,S. Clinton St. & Tallman St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-11\DOC112114-11212014113937.tif,{4BE488AE-FE7B-41B6-8F28-605FF686342E},361,2014,-76.15150000000,43.03640000000
"WHEATON RD & FORDHAM RD, , 13203",Wheaton Rd. & Fordham Rd.,DOC112114-11212014114339.tif,S:\WORKSHEETS\Worksheets_2014-11,S:\WORKSHEETS\Worksheets_2014-11\DOC112114-11212014114339.tif,DOC112114-11212014114339.tif,11/18/2014,Wheaton Rd. & Fordham Rd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-11\DOC112114-11212014114339.tif,{5BC47D39-66B6-45D8-9533-027D22E98EAB},360,2014,-76.12630000000,43.07120000000
"SPENCER ST & N CLINTON ST, , 13204",Spencer St. & N. Clinton St.,DOC112114-11212014114552.tif,S:\WORKSHEETS\Worksheets_2014-11,S:\WORKSHEETS\Worksheets_2014-11\DOC112114-11212014114552.tif,DOC112114-11212014114552.tif,11/15/2014,Spencer St. & N. Clinton St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-11\DOC112114-11212014114552.tif,{4C9F43F2-5A58-4143-8FA0-0B744603191F},357,2014,-76.15770000000,43.06060000000
"WAVERLY AV & UNIVERSITY AV, , 13210",Waverly Ave & University Ave.,DOC120514-12052014164022.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC120514-12052014164022.tif,DOC120514-12052014164022.tif,11/24/2014,Waverly Ave & University Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC120514-12052014164022.tif,{B03AE546-9B8D-4020-A41F-2633DA5CAE32},365,2014,-76.13450000000,43.04050000000
"4610 S SALINA ST, 13205",4610 S. Salina St.,DOC120514-12052014164034.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC120514-12052014164034.tif,DOC120514-12052014164034.tif,11/23/2014,4610 S. Salina St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC120514-12052014164034.tif,{BC7F0850-CB92-4921-9AA1-45FB8BD8061F},363,2014,-76.14290000000,43.00260000000
"3412 E GENESEE ST, 13214",3412 E. Genesee St.,DOC120514-12052014164104.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC120514-12052014164104.tif,DOC120514-12052014164104.tif,11/22/2014,3412 E. Genesee St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC120514-12052014164104.tif,{1B731D8C-32EB-4763-9BAC-762FCFFD89CD},362,2014,-76.09180000000,43.04260000000
"215 ERICKSON ST, 13206",215 Erickson St.,DOC121214-12122014113953.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC121214-12122014113953.tif,DOC121214-12122014113953.tif,12/9/2014,215 Erickson St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC121214-12122014113953.tif,{8B7B52CB-CD87-46E9-8F1E-DD47EE44129C},373,2014,-76.09550000000,43.06150000000
"531 COURT ST, 13208",531 Court St.,DOC121214-12122014114001.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC121214-12122014114001.tif,DOC121214-12122014114001.tif,12/9/2014,531 Court St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC121214-12122014114001.tif,{00091B14-AE56-4C17-A48F-F41232E5A196},374,2014,-76.15700000000,43.07060000000
"1650 LEMOYNE AV, 13208",1650 LeMoyne Ave.,DOC121214-12122014114016.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC121214-12122014114016.tif,DOC121214-12122014114016.tif,12/9/2014,1650 LeMoyne Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC121214-12122014114016.tif,{48D5F657-FF15-4BE2-BE53-E1B576BA6D35},375,2014,-76.14770000000,43.08430000000
"323 N SALINA ST, 13203",323 N. Salina St.,DOC121214-12122014114048.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC121214-12122014114048.tif,DOC121214-12122014114048.tif,12/8/2014,323 N. Salina St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC121214-12122014114048.tif,{5C2595F5-F9DC-4328-846B-668F935DE9CF},364,2014,-76.15220000000,43.05530000000
"367 NORWOOD AV, 13206",367 Norwood Ave.,DOC121214-12122014114137.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC121214-12122014114137.tif,DOC121214-12122014114137.tif,12/4/2014,367 Norwood Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC121214-12122014114137.tif,{98B29DF2-03F5-4FF2-8D5F-4839F48280D1},368,2014,-76.11010000000,43.07520000000
"150 LANDMARK PL, 13202",150 Landmark Pl.,DOC121914-12192014100229.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC121914-12192014100229.tif,DOC121914-12192014100229.tif,12/16/2014,150 Landmark Pl.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC121914-12192014100229.tif,{1D846EB3-2684-4FA9-98A6-932BBB27709A},381,2014,-76.14610000000,43.04910000000
"ERIE BLVD E & SEELEY RD, , 13224",Erie Blvd & Seeley Rd.,DOC121914-12192014100310.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC121914-12192014100310.tif,DOC121914-12192014100310.tif,12/17/2014,Erie Blvd & Seeley Rd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC121914-12192014100310.tif,{2A683EEC-7BAA-4528-9DFB-DE95EED3E756},380,2014,-76.10410000000,43.05350000000
"139 BEATTIE ST, 13224",139 Beattie St.,DOC121914-12192014100510.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC121914-12192014100510.tif,DOC121914-12192014100510.tif,12/15/2014,139 Beattie St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC121914-12192014100510.tif,{4BCA0C9C-2892-4792-8442-0FAD2E1D79E3},379,2014,-76.10850000000,43.05220000000
"311 OAKWOOD AV, 13202",311 Oakwood Ave.,DOC121914-12192014100523.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC121914-12192014100523.tif,DOC121914-12192014100523.tif,12/13/2014,311 Oakwood Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC121914-12192014100523.tif,{9DD5DA0F-2D9C-4BB7-9B7E-81A1ECC42901},376 & 377,2014,-76.14550000000,43.03720000000
"E ADAMS ST & CD RD, , 13210",E. ADAMS ST. & C-D RD.,DOC010515-01052015104307.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC010515-01052015104307.tif,DOC010515-01052015104307.tif,12/29/2014,E. Adams St. & Sarah Loguen St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC010515-01052015104307.tif,{8073D1C7-469B-430E-B725-5DA5453AE8B2},388,2014,-76.14050000000,43.04270000000
"120 FAIRDALE AVE, 13207",120 Fairdale Ave.,DOC010515-01052015104315.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC010515-01052015104315.tif,DOC010515-01052015104315.tif,12/29/2014,120 Fairdale Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC010515-01052015104315.tif,{6D658522-21C4-4981-8D8A-6B09A5C7986E},387,2014,-76.18350000000,43.02760000000
"1242 E WASHINGTON ST, 13210",1242-1250 E. Washington St.,DOC010515-01052015104425.tif,S:\WORKSHEETS\Worksheets_2014-12,S:\WORKSHEETS\Worksheets_2014-12\DOC010515-01052015104425.tif,DOC010515-01052015104425.tif,12/25/2014,1242-1250 E. Washington St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-12\DOC010515-01052015104425.tif,{65D2F3DC-1B3A-49AD-BED3-1BC630546739},386,2014,-76.13110000000,43.04930000000
"116 WILLIAMS ST, 13204",116 Williams St.,DOC010515-01052015104753.pdf,S:\WORKSHEETS\Worksheets_2015-01,S:\WORKSHEETS\Worksheets_2015-01\DOC010515-01052015104753.pdf,DOC010515-01052015104753.pdf,1/4/2015,116 Williams St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2015-01\DOC010515-01052015104753.pdf,{B5601814-E18E-4347-8BBB-98A819C70821},005,2015,-76.18760000000,43.05480000000
"110 HAWLEY AV, 13203",110 Hawley Ave.,DOC010515-01052015104800.pdf,S:\WORKSHEETS\Worksheets_2015-01,S:\WORKSHEETS\Worksheets_2015-01\DOC010515-01052015104800.pdf,DOC010515-01052015104800.pdf,1/3/2015,110 Hawley Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2015-01\DOC010515-01052015104800.pdf,{05DF76EA-F9E0-4A16-BF59-F4D8CA4E98E3},004,2015,-76.14550000000,43.05330000000
"115 BERWYN AVE, 13205",115 Berwyn Ave.,DOC010515-01052015104823.pdf,S:\WORKSHEETS\Worksheets_2015-01,S:\WORKSHEETS\Worksheets_2015-01\DOC010515-01052015104823.pdf,DOC010515-01052015104823.pdf,1/2/2015,115 Berwyn Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2015-01\DOC010515-01052015104823.pdf,{86C1B4EA-D037-4B06-877C-434566F5E588},002,2015,-76.13880000000,43.02490000000
"305 DELAWARE ST, 13204",305 Delaware St.,DOC010515-01052015104857.pdf,S:\WORKSHEETS\Worksheets_2015-01,S:\WORKSHEETS\Worksheets_2015-01\DOC010515-01052015104857.pdf,DOC010515-01052015104857.pdf,1/1/2015,305 Delaware St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2015-01\DOC010515-01052015104857.pdf,{2CB8C91D-B675-4448-9901-E3F66656F6AD},001,2015,-76.16750000000,43.03630000000
"307 THURBER ST, 13210",307 Thurber St.,DOC011515-01152015112542.pdf,S:\WORKSHEETS\Worksheets_2015-01,S:\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015112542.pdf,DOC011515-01152015112542.pdf,1/15/2015,307 Thurber St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015112542.pdf,{1FA146D4-FDDC-4ADB-9357-B7C89C65922F},017,2015,-76.13260000000,43.01900000000
"450 KIMBER RD, 13224",450 Kimber Rd.,DOC011515-01152015112555.pdf,S:\WORKSHEETS\Worksheets_2015-01,S:\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015112555.pdf,DOC011515-01152015112555.pdf,1/14/2015,450 Kimber Rd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015112555.pdf,{ECDF1F99-B5FC-48D4-AFCD-03C73244E363},016,2015,-76.09320000000,43.03450000000
"117 MATHER ST, 13203",117 Mather St.,DOC011515-01152015112619.pdf,S:\WORKSHEETS\Worksheets_2015-01,S:\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015112619.pdf,DOC011515-01152015112619.pdf,1/13/2015,117 Mather St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015112619.pdf,{0A144495-1931-4076-8CDF-14CD1781D707},014,2015,-76.12900000000,43.05300000000
"SPENCER ST & N CLINTON ST, , 13204",Spencer St. & N. Clinton St.,DOC011515-01152015112636.pdf,S:\WORKSHEETS\Worksheets_2015-01,S:\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015112636.pdf,DOC011515-01152015112636.pdf,1/13/2015,Spencer St. & N. Clinton St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015112636.pdf,{29BB78F3-5321-4539-9973-D9AA74C482FF},012,2015,-76.15770000000,43.06060000000
"900 E BRIGHTON AV, 13205",900 E. Brighton Ave.,DOC011515-01152015112733.pdf,S:\WORKSHEETS\Worksheets_2015-01,S:\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015112733.pdf,DOC011515-01152015112733.pdf,1/8/2015,900 E. Brighton Ave.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015112733.pdf,{04B3FCD2-6F28-4B97-90AE-4DFFF510FE7E},010,2015,-76.13050000000,43.00390000000
"504 STATE FAIR BLVD, 13204",504 State Fair Blvd.,DOC011515-01152015113045.pdf,S:\WORKSHEETS\Worksheets_2015-01,S:\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015113045.pdf,DOC011515-01152015113045.pdf,1/6/2015,504 State Fair Blvd.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015113045.pdf,{200A7DCF-4F2D-4387-8CE0-7188693E8329},007,2015,-76.18110000000,43.05910000000
"W ONONDAGA ST & S CLINTON ST, , 13202",W. Onondaga St. & S. Clinton St.,DOC011515-01152015113209.pdf,S:\WORKSHEETS\Worksheets_2015-01,S:\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015113209.pdf,DOC011515-01152015113209.pdf,1/5/2015,W. Onondaga St. & S. Clinton St.,,Main Break/Leak,\\water-server3\waterdept\WORKSHEETS\Worksheets_2015-01\DOC011515-01152015113209.pdf,{D8B73F7E-98D6-4FF1-9B07-C25A217B08B4},389,2015,-76.15330000000,43.04360000000
